Season,TeamID,PPG,FGP2,FGP3,P3FGA,FTP,FTAPG,ORR,DRR,APG,TOPG,BPG,OPPG,OFGP2,OFGP3,OP3FGA,OFTAPG,TOFPG,WP,SOS,WPAFH,CGWP
2003,1102,57.25,0.5969868173258004,0.37564322469982847,0.5233393177737882,0.651356993736952,17.107142857142858,0.15704697986577182,0.585820895522388,13.0,11.428571428571429,1.7857142857142858,57.0,0.4845238095238095,0.382183908045977,0.29292929292929293,19.25,12.964285714285714,0.42857142857142855,0.5255956247593044,0.2,0.3333333333333333
2003,1103,78.77777777777777,0.5456238361266295,0.3387096774193548,0.28779840848806365,0.7363896848137536,25.85185185185185,0.27528675703858185,0.5621734587251829,15.222222222222221,12.62962962962963,2.3333333333333335,78.14814814814815,0.5465004793863855,0.3629032258064516,0.3222871994801819,22.14814814814815,15.333333333333334,0.48148148148148145,0.49122953017920157,0.3076923076923077,0.4375
2003,1104,69.28571428571429,0.47368421052631576,0.32014388489208634,0.3472829481574016,0.7098976109215017,20.928571428571427,0.3460837887067395,0.6423777564717162,12.107142857142858,13.285714285714286,3.7857142857142856,65.0,0.46463654223968565,0.332089552238806,0.34491634491634493,17.142857142857142,13.857142857142858,0.6071428571428571,0.5674564840850295,0.3076923076923077,0.5
2003,1105,71.76923076923077,0.4114877589453861,0.3648148148148148,0.33707865168539325,0.7059859154929577,21.846153846153847,0.3092511013215859,0.5767754318618042,14.538461538461538,18.653846153846153,2.076923076923077,76.65384615384616,0.500464252553389,0.3574561403508772,0.2974559686888454,24.5,18.807692307692307,0.2692307692307692,0.4260401871623583,0.14285714285714285,0.2727272727272727
2003,1106,63.607142857142854,0.4601518026565465,0.34615384615384615,0.31912144702842377,0.6464208242950108,16.464285714285715,0.32606635071090045,0.6260543580131209,11.678571428571429,17.035714285714285,3.142857142857143,63.75,0.44340505144995324,0.3145539906103286,0.28494983277591973,21.964285714285715,15.071428571428571,0.4642857142857143,0.4546676653008299,0.3125,0.42857142857142855
2003,1107,65.92857142857143,0.4564777327935223,0.357487922705314,0.38595400870105656,0.7335092348284961,13.535714285714286,0.2227579556412729,0.5647410358565738,11.928571428571429,12.571428571428571,2.0357142857142856,75.71428571428571,0.5370689655172414,0.36007827788649704,0.30580490724117293,16.5,14.964285714285714,0.25,0.4794596830872766,0.14285714285714285,0.5555555555555556
2003,1108,69.0909090909091,0.4653323802716226,0.31910946196660483,0.27812177502579977,0.6685962373371924,20.939393939393938,0.32217261904761907,0.5755071374906086,13.848484848484848,18.454545454545453,3.515151515151515,73.12121212121212,0.4868804664723032,0.3181818181818182,0.294238683127572,23.272727272727273,16.727272727272727,0.42424242424242425,0.4552171170550486,0.30434782608695654,0.6153846153846154
2003,1110,66.36666666666666,0.47368421052631576,0.37896253602305474,0.43212951432129515,0.6814516129032258,16.533333333333335,0.2806361085126286,0.6309090909090909,14.233333333333333,13.166666666666666,1.7333333333333334,61.9,0.4786407766990291,0.33451957295373663,0.3530150753768844,16.533333333333335,14.566666666666666,0.5333333333333333,0.47858188215061864,0.2777777777777778,0.45454545454545453
2003,1111,83.26923076923077,0.5036166365280289,0.3274956217162872,0.3404889683959451,0.7195301027900147,26.192307692307693,0.30071174377224197,0.6213408876298395,15.23076923076923,16.192307692307693,4.615384615384615,81.73076923076923,0.5115864527629234,0.347008547008547,0.3427065026362039,19.115384615384617,18.692307692307693,0.6153846153846154,0.4576902466411446,0.4666666666666667,0.75
2003,1112,85.21428571428571,0.5101721439749609,0.3505338078291815,0.30543478260869567,0.7014285714285714,25.0,0.3541666666666667,0.6167330677290837,17.642857142857142,14.785714285714286,4.214285714285714,70.25,0.4480830670926518,0.31663685152057247,0.3086692435118719,17.714285714285715,16.857142857142858,0.8928571428571429,0.548034980175171,0.8461538461538461,0.5
2003,1113,75.96551724137932,0.5237354085603113,0.3178082191780822,0.22121212121212122,0.6697368421052632,26.20689655172414,0.35701438848920863,0.6259259259259259,15.551724137931034,14.0,4.241379310344827,69.17241379310344,0.4865568083261058,0.34273318872017355,0.28562577447335813,20.517241379310345,15.517241379310345,0.6206896551724138,0.5669534394098154,0.42857142857142855,0.5
2003,1114,70.03571428571429,0.4887525562372188,0.37109375,0.3436241610738255,0.6926751592356688,22.428571428571427,0.29064039408866993,0.6054872280037843,11.5,15.964285714285714,2.357142857142857,70.07142857142857,0.4835466179159049,0.34791666666666665,0.30495552731893266,20.785714285714285,15.464285714285714,0.5714285714285714,0.4813364051413585,0.4117647058823529,0.6
