PPG_x,FGP2_x,FGP3_x,P3FGA_x,FTP_x,FTAPG_x,ORR_x,DRR_x,APG_x,TOPG_x,BPG_x,OPPG_x,OFGP2_x,OFGP3_x,OP3FGA_x,OFTAPG_x,TOFPG_x,WP_x,SOS_x,WPAFH_x,CGWP_x,PPG_y,FGP2_y,FGP3_y,P3FGA_y,FTP_y,FTAPG_y,ORR_y,DRR_y,APG_y,TOPG_y,BPG_y,OPPG_y,OFGP2_y,OFGP3_y,OP3FGA_y,OFTAPG_y,TOFPG_y,WP_y,SOS_y,WPAFH_y,CGWP_y,Win
71.20689655172414,0.4613333333333333,0.3601532567049808,0.3169398907103825,0.7627677100494233,20.93103448275862,0.3284132841328413,0.5724020442930153,13.03448275862069,16.20689655172414,3.0,78.44827586206897,0.5017152658662093,0.367109634551495,0.3404977375565611,22.55172413793104,12.827586206896552,0.4482758620689655,0.4964166225793359,0.1764705882352941,0.6428571428571429,72.8,0.5113327289211242,0.3207207207207207,0.3347406513872135,0.6199524940617577,28.066666666666663,0.31957928802589,0.5975903614457831,14.2,15.233333333333333,2.2333333333333334,70.83333333333333,0.4870188003581021,0.3251798561151079,0.3835540838852097,18.73333333333333,14.333333333333334,0.6,0.42106850208961,0.4375,0.6470588235294118,1
85.21428571428571,0.5101721439749609,0.3505338078291815,0.3054347826086956,0.7014285714285714,25.0,0.3541666666666667,0.6167330677290837,17.642857142857142,14.785714285714286,4.214285714285714,70.25,0.4480830670926518,0.3166368515205724,0.3086692435118719,17.714285714285715,16.857142857142858,0.8928571428571429,0.548034980175171,0.8461538461538461,0.5,67.79310344827586,0.484201537147737,0.3407572383073496,0.2771604938271605,0.6578483245149912,19.55172413793104,0.3436928702010969,0.6856617647058824,14.20689655172414,14.06896551724138,2.9655172413793105,63.13793103448276,0.4666666666666667,0.3295819935691318,0.3894802755165936,15.758620689655173,13.0,0.6551724137931034,0.4517870045179981,0.5263157894736842,0.5833333333333334,1
75.96551724137932,0.5237354085603113,0.3178082191780822,0.2212121212121212,0.6697368421052632,26.20689655172414,0.3570143884892086,0.6259259259259259,15.551724137931034,14.0,4.241379310344827,69.17241379310344,0.4865568083261058,0.3427331887201735,0.2856257744733581,20.517241379310345,15.517241379310343,0.6206896551724138,0.5669534394098154,0.4285714285714285,0.5,74.51724137931035,0.4827288428324697,0.3487972508591065,0.3344827586206896,0.6536144578313253,22.89655172413793,0.3377483443708609,0.6192434210526315,16.620689655172413,13.79310344827586,5.068965517241379,65.82758620689656,0.4394071490845684,0.3220338983050847,0.3164481525625744,20.724137931034484,15.06896551724138,0.7931034482758621,0.522585109649235,0.6923076923076923,0.7142857142857143,1
79.34482758620689,0.5694444444444444,0.3807692307692307,0.3403141361256545,0.7657534246575343,25.17241379310345,0.3311758360302049,0.6130790190735694,15.620689655172416,18.24137931034483,4.0,73.24137931034483,0.485512920908379,0.3573200992555831,0.2398809523809524,21.96551724137931,16.06896551724138,0.7931034482758621,0.4949692459182613,0.7058823529411765,0.8333333333333334,79.24242424242425,0.5606557377049181,0.3890532544378698,0.3565400843881856,0.6928895612708018,20.03030303030303,0.3116319444444444,0.6359102244389028,16.818181818181817,13.363636363636363,4.454545454545454,64.33333333333333,0.4630723781388479,0.3411016949152542,0.2584884994523548,16.696969696969695,17.060606060606062,0.8787878787878788,0.4989150775713817,0.75,0.7777777777777778,1
74.48275862068965,0.5020678246484698,0.3765182186234818,0.2900763358778626,0.6855123674911661,19.517241379310345,0.2996323529411764,0.6256637168141593,16.0,14.172413793103448,2.793103448275862,69.75862068965517,0.4893813481071098,0.3311897106109325,0.3648093841642228,17.448275862068964,14.93103448275862,0.7241379310344828,0.5287767295071351,0.5333333333333333,0.7,72.4,0.5308108108108108,0.3540740740740741,0.421875,0.7703583061889251,20.466666666666665,0.2888229475766568,0.6206572769953052,14.666666666666666,14.2,3.066666666666667,68.0,0.4898523985239852,0.3372549019607843,0.3199498117942284,21.2,14.633333333333333,0.6,0.5489885920599685,0.3571428571428571,0.5555555555555556,1
80.03333333333333,0.5046594982078854,0.386411889596603,0.2524115755627009,0.6742081447963801,22.1,0.3704013377926421,0.6030259365994236,15.633333333333333,15.8,7.733333333333333,71.4,0.4075165806927045,0.3195364238410596,0.308006119326874,21.0,13.366666666666667,0.7,0.547620714421674,0.5,0.4285714285714285,72.45161290322581,0.5078053259871441,0.384,0.3146633102580239,0.753004005340454,24.161290322580644,0.3275024295432459,0.6594076655052264,13.419354838709678,13.741935483870968,2.5161290322580645,63.67741935483871,0.4558011049723757,0.3081510934393638,0.316551290119572,23.483870967741936,14.483870967741936,0.7419354838709677,0.5543352519223902,0.5882352941176471,0.2857142857142857,1
81.96666666666667,0.5041946308724832,0.3559870550161812,0.3414364640883978,0.7090261282660333,28.066666666666663,0.3346839546191248,0.5963855421686747,13.833333333333334,14.033333333333331,5.133333333333334,70.4,0.4715066354410617,0.3410138248847926,0.2530612244897959,21.966666666666665,17.833333333333332,0.8,0.5484562376405198,0.6,0.5714285714285714,74.0,0.5476973684210527,0.3631123919308357,0.2220089571337172,0.7005494505494505,24.266666666666666,0.3276036400404449,0.6079447322970639,15.5,16.133333333333333,4.233333333333333,72.66666666666667,0.4910858995137763,0.3448979591836735,0.2842227378190255,22.33333333333333,12.233333333333333,0.5666666666666667,0.536994043420254,0.3571428571428571,0.5454545454545454,1
77.06451612903226,0.5195035460992907,0.3756345177664975,0.343804537521815,0.7212041884816754,24.64516129032258,0.3291814946619217,0.6635672020287405,15.741935483870968,14.548387096774194,3.5161290322580645,68.19354838709677,0.4541406945681211,0.3719806763285024,0.3560779816513761,18.741935483870968,14.870967741935484,0.7419354838709677,0.5127418794466361,0.6666666666666666,0.6363636363636364,67.32142857142857,0.43611911623439,0.3424908424908425,0.3440453686200378,0.6898839137645107,21.535714285714285,0.3000882612533098,0.6076066790352505,12.285714285714286,10.607142857142858,4.25,61.5,0.4260178748758689,0.3458333333333333,0.3227975790181573,19.714285714285715,13.928571428571429,0.6071428571428571,0.5783021183080032,0.3846153846153846,0.3846153846153846,1
75.43333333333334,0.5519176800748363,0.3685950413223141,0.3614097968936678,0.7225130890052356,19.1,0.2862745098039215,0.6360601001669449,18.266666666666666,13.166666666666666,3.1,61.4,0.4184938036224976,0.2984293193717277,0.3532675709001233,21.23333333333333,14.833333333333334,0.8,0.5366052908262654,0.625,0.6,73.09677419354838,0.5161887141535615,0.3665644171779141,0.3762261973456434,0.6620795107033639,21.096774193548388,0.3258426966292135,0.6194158075601375,14.193548387096774,15.161290322580646,3.548387096774193,66.41935483870968,0.4868316041500399,0.2966804979253112,0.2778097982708933,19.096774193548388,15.741935483870968,0.7419354838709677,0.4959568927349447,0.5,0.6666666666666666,1
81.33333333333333,0.5280276816608996,0.3396226415094339,0.2268592830390583,0.6657458563535912,24.133333333333333,0.3563122923588039,0.6614754098360656,16.733333333333334,14.9,4.9,66.36666666666666,0.4257503949447077,0.3618181818181818,0.302863436123348,15.266666666666667,17.3,0.7666666666666667,0.5741714175995306,0.625,0.5,65.96666666666667,0.4941373534338358,0.3324175824175824,0.2336328626444159,0.7182866556836903,20.23333333333333,0.3722986247544204,0.6716716716716716,13.9,12.233333333333333,2.0,60.1,0.4783889980353634,0.341897233201581,0.3320209973753281,14.833333333333334,12.366666666666667,0.7333333333333333,0.4731184323549608,0.6470588235294118,0.6875,1
